student_id,student_name,student_gpa,student_category,student_location,internship_id,company,title,internship_location,stipend,work_mode,similarity_score,success_probability
STU00986,Ajay Rajput,9.17,general,Surat,INT00148,Cognizant,Full Stack Developer Intern,Kolkata,37232.0,On-site,0.6836804898820179,0.9210216844777135
STU00487,Sai Chopra,8.08,general,Chennai,INT00057,Freshworks,AI Research Intern,Hyderabad,42547.0,Hybrid,0.7283295982075868,0.8534451006351981
STU00102,Aryan Gupta,9.27,general,Surat,INT00120,PwC,Product Designer Intern,Mumbai,87700.0,On-site,0.6739933113046792,0.9325047230130272
STU00191,Riya Sharma,9.15,general,Pune,INT00131,PhonePe,React Developer Intern,Chennai,50792.0,Hybrid,0.7314839500748758,0.8440019294692592
STU00841,Pooja Iyer,9.49,general,Mumbai,INT00006,BYJU'S,Deep Learning Intern,Noida,42185.0,Hybrid,0.7311914296795675,0.8416251199991731
STU00697,Pihu Mishra,8.18,rural,Pune,INT00023,McKinsey,Product Management Intern,Noida,63869.0,Remote,0.7125460890174028,0.8616173380104302
STU00200,Ayaan Pandey,8.87,general,Jaipur,INT00097,Deloitte,Business Analyst Intern,Hyderabad,74006.0,Remote,0.7039094480200455,0.8686543385040694
STU00046,Arnav Tiwari,9.16,general,Noida,INT00105,McKinsey,Graphic Designer Intern,Gurgaon,67298.0,On-site,0.6706922076744812,0.9125163474507092
STU00056,Darsh Saxena,9.35,general,Chennai,INT00169,Google,Cloud Engineer Intern,Chennai,144491.0,Remote,0.7009366211516219,0.8625517145105263
STU00598,Sai C. Thakur,8.84,general,Surat,INT00080,HDFC Bank,Business Analyst Intern,Hyderabad,61194.0,Remote,0.71160807830043,0.84307580619606
STU00667,Khushi P. Chauhan,8.86,general,Ahmedabad,INT00021,Tech Mahindra,Backend Developer Intern,Kolkata,32304.0,On-site,0.673245423005661,0.8943010258900123
STU00888,Daksh Agarwal,7.91,rural,Gurgaon,INT00066,PwC,ML Engineer Intern,Delhi,50003.0,On-site,0.6858676495539329,0.8710563447529627
STU00737,Daksh Jain,8.82,general,Ahmedabad,INT00002,Axis Bank,ML Engineer Intern,Kolkata,74110.0,On-site,0.6731226845036148,0.8883381543001702
STU00640,Diya Iyer,9.59,general,Surat,INT00082,Amazon,ML Engineer Intern,Surat,141474.0,On-site,0.6841768797003949,0.8713994315743059
STU00684,Pooja Iyer,9.38,general,Jaipur,INT00001,Infosys,Full Stack Developer Intern,Jaipur,25976.0,Hybrid,0.6523606957167516,0.9184590158288601
STU00600,Daksh Verma,8.2,female,Mumbai,INT00111,Wipro,Full Stack Developer Intern,Gurgaon,46374.0,On-site,0.6923847932058098,0.8582603946270732
STU00877,Tara Chauhan,7.96,rural,Kolkata,INT00153,PhonePe,Data Analyst Intern,Bangalore,53174.0,Hybrid,0.6856780789276484,0.8676630643176902
STU00006,Myra C. Joshi,6.78,rural,Hyderabad,INT00159,Meta,Deep Learning Intern,Delhi,91362.0,On-site,0.7046110239287124,0.8359897026266416
STU00203,Vikram Kapoor,8.32,general,Surat,INT00070,Netflix,AI Research Intern,Chennai,143656.0,Hybrid,0.7327223737882054,0.7922306775687618
STU00837,Dev R. Jain,9.4,rural,Chennai,INT00037,Swiggy,Machine Learning Intern,Pune,50945.0,Hybrid,0.6700076838145811,0.8854488201648818
STU00562,Neha Saxena,8.89,female,Ahmedabad,INT00009,Netflix,Deep Learning Intern,Gurgaon,107760.0,On-site,0.6647332191832847,0.8919978323057454
STU00219,Vivaan Pandey,7.97,reserved,Mumbai,INT00082,Amazon,ML Engineer Intern,Surat,141474.0,On-site,0.6855106209008051,0.8604254767932069
STU00594,Khushi H. Aggarwal,9.34,female,Hyderabad,INT00068,KPMG,Data Science Intern,Mumbai,79911.0,On-site,0.668476455989861,0.8853697772746492
STU00477,Ajay Mishra,9.47,general,Pune,INT00149,HDFC Bank,Cybersecurity Intern,Pune,80616.0,On-site,0.6839407693292322,0.8609157784350105
STU00466,Neha Bansal,8.62,general,Jaipur,INT00120,PwC,Product Designer Intern,Mumbai,87700.0,On-site,0.7171280992539417,0.8108948991772753
STU00470,Reyansh Thakur,8.98,general,Hyderabad,INT00162,Microsoft,AI Research Intern,Kolkata,145673.0,On-site,0.6757930812691166,0.8715938278416394
STU00052,Nisha Mishra,7.31,general,Chennai,INT00183,Goldman Sachs,Cybersecurity Intern,Ahmedabad,107213.0,On-site,0.7199015486438459,0.8053401877341281
STU00810,Pihu Mehta,8.43,general,Delhi,INT00033,KPMG,Strategy Intern,Noida,77924.0,On-site,0.6958409990866,0.8405254489883033
STU00107,Kavya Pandey,9.19,general,Ahmedabad,INT00015,McKinsey,Business Analyst Intern,Surat,80591.0,On-site,0.703429384198817,0.8283610607481098
STU00719,Vihaan K. Jain,8.88,reserved,Delhi,INT00183,Goldman Sachs,Cybersecurity Intern,Ahmedabad,107213.0,On-site,0.7030301627642936,0.8261517636292094
STU00436,Aditi Goel,9.21,general,Gurgaon,INT00055,Deloitte,Backend Developer Intern,Mumbai,41437.0,On-site,0.6555567096025587,0.895651876451751
STU00317,Amit Jindal,8.91,rural,Hyderabad,INT00057,Freshworks,AI Research Intern,Hyderabad,42547.0,Hybrid,0.6621108942548631,0.8839644209140727
STU00857,Tara Jindal,8.49,reserved,Jaipur,INT00104,Amazon,AI Research Intern,Gurgaon,121750.0,Remote,0.712276940468648,0.8061122759190493
STU00705,Rohan E. Kapoor,9.01,rural,Hyderabad,INT00200,Zomato,Deep Learning Intern,Jaipur,43384.0,Remote,0.7252590893129489,0.7865967768914051
STU00494,Pooja Shah,8.04,rural,Noida,INT00160,Deloitte,Software Engineer Intern,Surat,83149.0,On-site,0.682258929802622,0.8499596716566828
STU00622,Riya Singh,9.04,rural,Mumbai,INT00152,PwC,Business Analyst Intern,Chennai,43890.0,Remote,0.6647084416995281,0.8760936327311912
STU00825,Myra Nair,6.53,general,Noida,INT00016,Paytm,Data Science Intern,Jaipur,75708.0,On-site,0.7664280508811533,0.723159100763616
STU00264,Pihu K. Mehta,9.38,rural,Noida,INT00075,HCL Technologies,Frontend Developer Intern,Noida,40202.0,On-site,0.6735518560759451,0.8618035345658086
STU00638,Suresh H. Kapoor,8.01,reserved,Surat,INT00039,PhonePe,Frontend Developer Intern,Chennai,52977.0,On-site,0.6805010969271446,0.8507946614341898
STU00712,Ayaan Chopra,7.53,general,Mumbai,INT00168,Flipkart,Data Analyst Intern,Kolkata,70819.0,On-site,0.6780809607401775,0.8539789972687939
STU00099,Aadhya C. Joshi,8.68,general,Kolkata,INT00178,JP Morgan,Data Science Intern,Bangalore,97728.0,Remote,0.7122902662501015,0.8024674085684032
STU00794,Karan M. Aggarwal,9.25,general,Gurgaon,INT00072,Freshworks,Frontend Developer Intern,Pune,67785.0,On-site,0.6514675090276955,0.8934183842867507
STU00796,Ira C. Chopra,8.79,general,Ahmedabad,INT00103,Flipkart,Data Analyst Intern,Bangalore,57222.0,On-site,0.6692261468026296,0.8664720063810297
STU00879,Reyansh Jain,9.69,female,Gurgaon,INT00082,Amazon,ML Engineer Intern,Surat,141474.0,On-site,0.6358970357071518,0.9139275182620205
STU00568,Arnav Gupta,8.43,general,Gurgaon,INT00149,HDFC Bank,Cybersecurity Intern,Pune,80616.0,On-site,0.6647745041973107,0.8688443407468748
STU00754,Myra Malhotra,7.97,general,Bangalore,INT00179,Microsoft,Site Reliability Intern,Jaipur,110490.0,On-site,0.6737824358061284,0.8552699670134202
STU00367,Khushi Jindal,7.16,general,Chennai,INT00142,PwC,Graphic Designer Intern,Pune,47167.0,On-site,0.7053259523783417,0.8055135247501642
STU00575,Diya Mishra,8.62,general,Jaipur,INT00122,Amazon,Data Analyst Intern,Chennai,108477.0,On-site,0.6587277757123137,0.8752092051680722
STU00133,Kartik Shah,8.81,reserved,Delhi,INT00121,Deloitte,UI/UX Designer Intern,Mumbai,83266.0,Hybrid,0.6469559889926021,0.8864788459778301
STU00956,Sneha Jain,9.57,general,Mumbai,INT00062,Paytm,React Developer Intern,Bangalore,44482.0,On-site,0.6379409920047884,0.8995068926221228
STU00079,Aryan B. Kapoor,8.5,general,Jaipur,INT00181,TCS,Backend Developer Intern,Bangalore,37398.0,Remote,0.6545038696585195,0.8735072963134491
STU00680,Reyansh Kapoor,7.95,rural,Jaipur,INT00026,Zomato,Mobile App Developer Intern,Gurgaon,61191.0,Remote,0.6669597263299439,0.8539404064995697
STU00418,Khushi Agarwal,8.65,general,Surat,INT00053,Tech Mahindra,Software Engineer Intern,Bangalore,42405.0,On-site,0.6493996575831731,0.8791121898495712
STU00069,Sunita Shah,7.4,female,Surat,INT00070,Netflix,AI Research Intern,Chennai,143656.0,Hybrid,0.6876862547243581,0.8207566516022065
STU00285,Riya V. Patel,8.86,female,Ahmedabad,INT00007,HDFC Bank,InfoSec Intern,Ahmedabad,67310.0,On-site,0.6687731189945038,0.8478272791273141
STU00376,Kartik Z. Mishra,7.94,general,Jaipur,INT00173,Netflix,Backend Developer Intern,Bangalore,112748.0,Remote,0.7127821593142931,0.7812409381491279
STU00694,Vivaan E. Jindal,6.29,reserved,Mumbai,INT00162,Microsoft,AI Research Intern,Kolkata,145673.0,On-site,0.7196093333116487,0.7703073822538307
STU00513,Pari Aggarwal,8.13,female,Chennai,INT00129,Accenture,Product Designer Intern,Mumbai,44871.0,Remote,0.682233831036665,0.8261351190187325
STU00911,Anika Mehta,8.27,rural,Gurgaon,INT00144,KPMG,Product Management Intern,Ahmedabad,53557.0,On-site,0.6571870453419216,0.860238366757727
STU00393,Anika Jindal,7.09,rural,Noida,INT00123,Freshworks,Android Developer Intern,Noida,71485.0,Hybrid,0.6844705590978624,0.8181499373518423
STU00909,Riya Kapoor,9.33,rural,Mumbai,INT00110,Flipkart,Data Analyst Intern,Kolkata,76808.0,Hybrid,0.6839065319850467,0.8188900813996396
STU00674,Reyansh Rajput,9.39,general,Chennai,INT00027,Zomato,iOS Developer Intern,Pune,78750.0,Hybrid,0.6431051610944372,0.879452487061207
STU00390,Aditi Patel,8.76,rural,Noida,INT00052,Goldman Sachs,Security Analyst Intern,Noida,108940.0,On-site,0.6916325559203376,0.8061633636841541
STU00170,Suresh D. Jindal,9.0,reserved,Bangalore,INT00046,Goldman Sachs,InfoSec Intern,Mumbai,67597.0,Remote,0.6703136639118811,0.8364764424096354
STU00849,Kavya Jindal,8.76,general,Bangalore,INT00046,Goldman Sachs,InfoSec Intern,Mumbai,67597.0,Remote,0.6451629537149841,0.8741843427125758
STU00204,Kavya X. Goel,6.88,reserved,Jaipur,INT00087,JP Morgan,Data Analyst Intern,Jaipur,94475.0,On-site,0.7281310746151346,0.7492551365141195
STU00346,Neha Iyer,8.71,rural,Noida,INT00081,Zomato,Mobile App Developer Intern,Gurgaon,45109.0,Remote,0.6821507355912536,0.8172042302536507
STU00544,Rekha Q. Goel,7.79,general,Gurgaon,INT00029,Netflix,Software Engineer Intern,Mumbai,123369.0,On-site,0.6602062680722548,0.848959348745733
STU00321,Vivaan Singh,7.67,general,Chennai,INT00138,Tech Mahindra,Business Analyst Intern,Delhi,34042.0,On-site,0.6826291517983273,0.8152489684982416
STU00164,Keya Singh,9.34,general,Hyderabad,INT00084,McKinsey,ML Engineer Intern,Hyderabad,55451.0,On-site,0.6562492823608216,0.8538384200787171
STU00699,Daksh Mehta,6.81,general,Chennai,INT00162,Microsoft,AI Research Intern,Kolkata,145673.0,On-site,0.6975351156858699,0.7916397679362056
STU00557,Amit Bansal,8.61,general,Ahmedabad,INT00114,ICICI Bank,InfoSec Intern,Kolkata,81207.0,On-site,0.6455033188994098,0.869541859377225
STU00964,Geeta Malhotra,8.58,female,Hyderabad,INT00126,HDFC Bank,Software Engineer Intern,Ahmedabad,72453.0,On-site,0.6525628193884254,0.8583343522144901
STU00120,Kartik Kapoor,8.59,reserved,Delhi,INT00021,Tech Mahindra,Backend Developer Intern,Kolkata,32304.0,On-site,0.6565472717572938,0.8495672844291717
STU00271,Arnav B. Joshi,8.41,general,Noida,INT00070,Netflix,AI Research Intern,Chennai,143656.0,Hybrid,0.6460582747600713,0.8647272821826536
STU00307,Arjun X. Jain,8.61,general,Pune,INT00125,Axis Bank,InfoSec Intern,Gurgaon,89477.0,Hybrid,0.6641154047924598,0.8369986078725332
STU00173,Keya Pandey,7.29,reserved,Jaipur,INT00034,Flipkart,React Developer Intern,Noida,78353.0,Hybrid,0.6704718362097633,0.8274009795013328
STU00411,Aarav P. Pandey,9.13,female,Bangalore,INT00157,ICICI Bank,Strategy Intern,Hyderabad,91248.0,Hybrid,0.6886522297160944,0.7994708076129495
STU00182,Arjun Singh,8.87,female,Noida,INT00038,Goldman Sachs,Strategy Intern,Hyderabad,108685.0,Remote,0.6917133318431451,0.7929860848345317
STU00535,Kartik Malhotra,8.91,rural,Kolkata,INT00142,PwC,Graphic Designer Intern,Pune,47167.0,On-site,0.6515394146186101,0.8526142921480508
STU00096,Nikhil W. Goyal,8.93,rural,Ahmedabad,INT00057,Freshworks,AI Research Intern,Hyderabad,42547.0,Hybrid,0.6518427303768575,0.8517417734197974
STU00327,Ayaan Iyer,8.34,rural,Kolkata,INT00061,TCS,Full Stack Developer Intern,Mumbai,46027.0,Hybrid,0.6570645765685857,0.8427374509347054
STU00839,Geeta B. Malhotra,8.67,general,Ahmedabad,INT00018,Paytm,Data Analyst Intern,Chennai,35232.0,Hybrid,0.6427432444579659,0.8635414269152856
STU00322,Aarav R. Aggarwal,7.77,rural,Noida,INT00046,Goldman Sachs,InfoSec Intern,Mumbai,67597.0,Remote,0.7172810060589891,0.7515288164021239
STU00512,Rohan Goel,8.69,reserved,Ahmedabad,INT00001,Infosys,Full Stack Developer Intern,Jaipur,25976.0,Hybrid,0.6411879775482107,0.8654857926718551
STU00738,Neha G. Goel,8.72,general,Gurgaon,INT00153,PhonePe,Data Analyst Intern,Bangalore,53174.0,Hybrid,0.6452361314686343,0.8591546676991082
STU00249,Atharv Goyal,8.97,general,Pune,INT00174,Wipro,Web Developer Intern,Bangalore,27112.0,On-site,0.6848823833887405,0.7993705420224149
STU00977,Neha Agarwal,7.61,general,Pune,INT00121,Deloitte,UI/UX Designer Intern,Mumbai,83266.0,Hybrid,0.664048591670077,0.8304808977101001
STU00036,Ishaan Verma,8.76,rural,Surat,INT00168,Flipkart,Data Analyst Intern,Kolkata,70819.0,On-site,0.6553465945096322,0.8434094684605401
STU00013,Reyansh Verma,7.66,general,Ahmedabad,INT00104,Amazon,AI Research Intern,Gurgaon,121750.0,Remote,0.6585768845367439,0.8370381671359413
STU00361,Ayaan Aggarwal,8.82,general,Bangalore,INT00093,Morgan Stanley,Product Management Intern,Kolkata,97612.0,Remote,0.6418406362879888,0.8617248104720995
STU00485,Aahan Goel,8.53,general,Delhi,INT00132,Netflix,DevOps Engineer Intern,Ahmedabad,133120.0,On-site,0.6420629768117472,0.8601607864093098
STU00139,Atharv Rajput,7.7,general,Gurgaon,INT00073,Microsoft,Data Science Intern,Gurgaon,102527.0,On-site,0.6612530186164334,0.8307712149007271
STU00222,Ananya Jain,9.01,reserved,Noida,INT00033,KPMG,Strategy Intern,Noida,77924.0,On-site,0.6701857517559082,0.8159673777620232
STU00282,Aahan Joshi,9.35,general,Hyderabad,INT00041,HCL Technologies,Software Engineer Intern,Surat,44284.0,Remote,0.6225218903797813,0.8872491471244794
STU00793,Fatima Singh,8.06,general,Ahmedabad,INT00115,Ola,Web Developer Intern,Gurgaon,45467.0,Remote,0.6677116076838873,0.8170693283766477
STU00721,Diya R. Goel,9.48,general,Surat,INT00036,PwC,ML Engineer Intern,Chennai,62304.0,On-site,0.6268415973819943,0.877173930315272
STU00773,Nisha Thakur,9.03,general,Chennai,INT00012,TCS,Backend Developer Intern,Hyderabad,38824.0,On-site,0.6333554140572466,0.8672648945745465
STU00844,Pooja Singh,9.43,female,Noida,INT00064,McKinsey,Data Analyst Intern,Gurgaon,67936.0,Hybrid,0.676031065820469,0.8017289551642748
STU00339,Ayaan Chauhan,9.16,general,Hyderabad,INT00074,TCS,Web Developer Intern,Jaipur,41727.0,On-site,0.6338473616336308,0.863148429717602
STU00820,Amit Mehta,9.14,rural,Pune,INT00162,Microsoft,AI Research Intern,Kolkata,145673.0,On-site,0.6247599261921294,0.8766762700746541
STU00172,Pooja Joshi,8.81,general,Hyderabad,INT00118,EY,Data Analyst Intern,Hyderabad,65948.0,Remote,0.6680758902083175,0.81156203113839
STU00962,Darsh Joshi,7.85,reserved,Hyderabad,INT00113,McKinsey,Product Designer Intern,Noida,88274.0,On-site,0.6891785377993684,0.7796432772644555
STU00029,Daksh Thakur,8.32,reserved,Kolkata,INT00025,Paytm,Deep Learning Intern,Pune,68780.0,On-site,0.6420682725394626,0.8496043082641072
STU00538,Ravi Sharma,7.35,general,Gurgaon,INT00110,Flipkart,Data Analyst Intern,Kolkata,76808.0,Hybrid,0.6926523736597958,0.7729284035852113
STU00741,Nikhil R. Sharma,7.32,rural,Kolkata,INT00093,Morgan Stanley,Product Management Intern,Kolkata,97612.0,Remote,0.7103433760002661,0.7442565867960944
STU00073,Khushi Bansal,8.96,general,Surat,INT00058,Morgan Stanley,Backend Developer Intern,Pune,98309.0,Hybrid,0.6466907763962619,0.839193567325776
STU00028,Rohan Aggarwal,8.48,rural,Delhi,INT00091,Unacademy,React Developer Intern,Ahmedabad,56490.0,On-site,0.6677129700494123,0.8034807207572136
STU00768,Harsh M. Kumar,8.6,general,Jaipur,INT00125,Axis Bank,InfoSec Intern,Gurgaon,89477.0,Hybrid,0.6891899275991751,0.7711888130086821
STU00311,Myra Shah,9.05,general,Pune,INT00034,Flipkart,React Developer Intern,Noida,78353.0,Hybrid,0.6478480405390904,0.8329534720826334
STU00218,Daksh S. Agarwal,9.34,general,Jaipur,INT00029,Netflix,Software Engineer Intern,Mumbai,123369.0,On-site,0.6296875589504274,0.8598784162010794
STU00210,Harsh Iyer,8.57,reserved,Chennai,INT00163,Netflix,Cloud Engineer Intern,Kolkata,87589.0,Remote,0.6433819843351006,0.8383932448263935
STU00094,Sunita Jindal,7.12,general,Mumbai,INT00104,Amazon,AI Research Intern,Gurgaon,121750.0,Remote,0.6907403349522938,0.7663598838819021
STU00951,Sunita Goyal,8.05,general,Kolkata,INT00031,EY,Data Analyst Intern,Kolkata,70257.0,On-site,0.6530439927770672,0.821952731132856
STU00886,Diya Nair,8.85,reserved,Hyderabad,INT00071,Deloitte,Product Management Intern,Hyderabad,40503.0,On-site,0.6341797896744004,0.8499911219651244
STU00177,Ananya Gupta,9.48,general,Gurgaon,INT00118,EY,Data Analyst Intern,Hyderabad,65948.0,Remote,0.643588681639476,0.8340574769973604
STU00054,Anika Mishra,8.79,general,Pune,INT00034,Flipkart,React Developer Intern,Noida,78353.0,Hybrid,0.6783806995122491,0.7809680526824107
STU00199,Rohan Saxena,9.44,general,Delhi,INT00031,EY,Data Analyst Intern,Kolkata,70257.0,On-site,0.632980042570857,0.8476294161456337
STU00566,Rita Jain,8.08,rural,Mumbai,INT00200,Zomato,Deep Learning Intern,Jaipur,43384.0,Remote,0.660016386033545,0.8063459449549377
STU00033,Nikhil Sharma,9.7,general,Surat,INT00074,TCS,Web Developer Intern,Jaipur,41727.0,On-site,0.662188671386906,0.8030169060197372
STU00784,Saanvi Gupta,8.47,general,Noida,INT00185,Tech Mahindra,Full Stack Developer Intern,Gurgaon,35849.0,On-site,0.6780949290402194,0.7790255510856209
STU00015,Ira Chauhan,8.39,reserved,Mumbai,INT00068,KPMG,Data Science Intern,Mumbai,79911.0,On-site,0.6837537317393361,0.7703416750451403
STU00689,Sita Yadav,7.86,general,Noida,INT00030,Microsoft,ML Engineer Intern,Noida,143654.0,On-site,0.7202167371400587,0.714686118536453
STU00399,Pooja Rajput,7.18,general,Pune,INT00045,Microsoft,Site Reliability Intern,Pune,91959.0,On-site,0.6934463443209757,0.7544102527044699
STU00533,Riya Yadav,9.35,reserved,Ahmedabad,INT00081,Zomato,Mobile App Developer Intern,Gurgaon,45109.0,Remote,0.6405163394612504,0.8314799671059877
STU00926,Aahan Thakur,6.98,general,Pune,INT00091,Unacademy,React Developer Intern,Ahmedabad,56490.0,On-site,0.6808405957403063,0.7709132800157481
STU00665,Atharv N. Mehta,8.82,general,Ahmedabad,INT00137,Wipro,Software Engineer Intern,Delhi,25404.0,Hybrid,0.6348483985301878,0.8398054751016241
STU00501,Amit Saxena,8.96,reserved,Ahmedabad,INT00132,Netflix,DevOps Engineer Intern,Ahmedabad,133120.0,On-site,0.6535740124906284,0.8115668649048714
STU00336,Vihaan Pandey,7.84,general,Noida,INT00183,Goldman Sachs,Cybersecurity Intern,Ahmedabad,107213.0,On-site,0.6554261499811957,0.8083863830665714
STU00865,Riya M. Sharma,8.46,general,Hyderabad,INT00159,Meta,Deep Learning Intern,Delhi,91362.0,On-site,0.6621393115627383,0.7975441058938143
STU00845,Pooja Mehta,7.99,general,Kolkata,INT00162,Microsoft,AI Research Intern,Kolkata,145673.0,On-site,0.6605021388384769,0.7995820239004697
STU00424,Myra X. Aggarwal,8.28,general,Bangalore,INT00025,Paytm,Deep Learning Intern,Pune,68780.0,On-site,0.6434090444560776,0.8236836449682085
